CODE_UIC;LIBELLE;FRET;VOYAGEURS;CODE_LIGNE;RG_TRONCON;PK;COMMUNE;DEPARTEMEN;IDRESEAU;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
87543017;Les Aubrais-Orléans;O;O;590000;1;118+881;FLEURY-LES-AUBRAIS;LOIRET;5049;c0872586-f312-11e3-90ff-015864e0362d;618328.9787999988;6759086.8478999995;1.906384220362918;47.9270838366912;47.9270838366912, 1.9063842203629175;47.927083836680104, 1.9063842203629169;"{""coordinates"": [1.906384220362917, 47.927083836680104], ""type"": ""Point""}"
87116327;Esbly;N;O;070000;1;036+142;ESBLY;SEINE-ET-MARNE;4072;d99ec092-6667-11e3-89ff-01f464e0362d;686117.0483999997;6867032.3794;2.810621935936422;48.90314285769408;48.90314285769408, 2.8106219359364215;48.90314285767225, 2.810621935936421;"{""coordinates"": [2.810621935936421, 48.90314285767225], ""type"": ""Point""}"
87575183;La Tricherie;O;O;570000;3;317+385;BEAUMONT SAINT-CYR;VIENNE;8171;c0c7cb96-f312-11e3-90ff-015864e0362d;504578.56849999726;6628561.182500001;0.440613237625385;46.728653726742536;46.728653726742536, 0.44061323762538457;46.7286537267279, 0.44061323762538257;"{""coordinates"": [0.440613237625383, 46.7286537267279], ""type"": ""Point""}"
87394866;Coltainville;O;N;553000;1;076+353;COLTAINVILLE;EURE-ET-LOIR;3781;e547efb8-6667-11e3-a7ff-01f464e0362d;595268.4615999982;6821956.195099998;1.582540248899913;48.489401884573184;48.489401884573184, 1.5825402488999132;48.48940188454924, 1.5825402488999123;"{""coordinates"": [1.582540248899912, 48.48940188454924], ""type"": ""Point""}"
87271601;Vaumoise;O;O;229000;1;068+191;COYOLLES;AISNE;7115;d9ddb08e-6667-11e3-89ff-01f464e0362d;699161.4642999992;6903778.135400001;2.988488393716951;49.23368839146981;49.23368839146981, 2.988488393716951;49.23368839144965, 2.988488393716951;"{""coordinates"": [2.988488393716951, 49.23368839144965], ""type"": ""Point""}"
87577403;Iteuil;N;O;570000;3;348+240;ITEUIL;VIENNE;4506;293135e4-dfbc-11e3-a2ff-01a464e0362d;494215.186499998;6601743.695500001;0.316918460854919;46.48421650972457;46.48421650972457, 0.31691846085491937;46.48421650970923, 0.31691846085491737;"{""coordinates"": [0.316918460854917, 46.48421650970923], ""type"": ""Point""}"
87191098;Walygator-Parc;N;O;180000;1;168+715;MAIZIERES-LES-METZ;MOSELLE;80832;c09ff216-f312-11e3-90ff-015864e0362d;930130.4900999963;6907365.2971;6.159567248539695;49.22454054683985;49.22454054683985, 6.159567248539695;49.22454054681963, 6.159567248539697;"{""coordinates"": [6.159567248539697, 49.22454054681963], ""type"": ""Point""}"
87721043;St-Victor-Thizy;N;O;783000;1;443+257;SAINT-VICTOR-SUR-RHINS;LOIRE;6693;d9d86490-6667-11e3-89ff-01f464e0362d;799147.0790999979;6545532.493099999;4.281196242917453;46.00228968421425;46.00228968421425, 4.281196242917453;46.0022896841975, 4.281196242917455;"{""coordinates"": [4.281196242917455, 46.0022896841975], ""type"": ""Point""}"
87296293;Fresnoy-le-Grand;O;O;242000;1;170+099;FRESNOY-LE-GRAND;AISNE;4233;29d15e24-dfbc-11e3-a2ff-01a464e0362d;731074.1371999979;6983599.939300001;3.432591812348431;49.95023606754016;49.95023606754016, 3.432591812348431;49.9502360675234, 3.4325918123484316;"{""coordinates"": [3.432591812348432, 49.9502360675234], ""type"": ""Point""}"
87382119;Rueil-Malmaison;O;N;975000;1;013+680;RUEIL-MALMAISON;HAUTS-DE-SEINE;81015;e5468a32-6667-11e3-a7ff-01f464e0362d;639250.2305999994;6865574.222199999;2.171546746602271;48.88731358907528;48.88731358907528, 2.1715467466022713;48.88731358905338, 2.1715467466022704;"{""coordinates"": [2.17154674660227, 48.88731358905338], ""type"": ""Point""}"
87641225;Archignat;O;N;702000;1;342+449;ARCHIGNAT;ALLIER;8226;c0dd696c-f312-11e3-90ff-015864e0362d;655428.8202999979;6585537.6796;2.420206926523613;46.3682992419781;46.3682992419781, 2.4202069265236132;46.36829924196243, 2.420206926523613;"{""coordinates"": [2.420206926523613, 46.36829924196243], ""type"": ""Point""}"
87673319;Ondres;N;O;655000;1;187+837;ONDRES;LANDES;5858;d9945fba-6667-11e3-89ff-01f464e0362d;340015.82880000025;6284575.868000001;-1.456896038241611;43.568787790173175;43.568787790173175, -1.4568960382416112;43.568787790149855, -1.4568960382416143;"{""coordinates"": [-1.456896038241614, 43.568787790149855], ""type"": ""Point""}"
87746412;Magland;N;O;895000;1;031+390;MAGLAND;HAUTE-SAVOIE;5310;c084e1a0-f312-11e3-90ff-015864e0362d;980071.0429999977;6552777.099399999;6.621201466016067;46.016930329818535;46.016930329818535, 6.621201466016067;46.01693032980183, 6.621201466016069;"{""coordinates"": [6.621201466016069, 46.01693032980183], ""type"": ""Point""}"
87545483;Breuillet-Bruyères-le-Châtel;N;O;550000;1;040+687;BREUILLET;ESSONNE;3389;c113caa4-f312-11e3-90ff-015864e0362d;640368.5309000015;6831087.513599999;2.191610679522858;48.577254746375345;48.577254746375345, 2.1916106795228583;48.57725474635185, 2.191610679522858;"{""coordinates"": [2.191610679522858, 48.57725474635185], ""type"": ""Point""}"
87276550;Belloy-St-Martin;N;O;315000;1;029+168;BELLOY-EN-FRANCE;VAL-D'OISE;3174;e1339ca8-19bf-11e5-a6ff-01fc64e0362d;653346.8981000036;6888891.270100001;2.361203045024103;49.09815099951254;49.09815099951254, 2.361203045024103;49.0981509994917, 2.361203045024102;"{""coordinates"": [2.361203045024102, 49.0981509994917], ""type"": ""Point""}"
87741694;Notre-Dame-de-Briançon;O;O;899000;1;043+604;LA LECHERE;SAVOIE;5825;29e2e2fc-dfbc-11e3-a2ff-01a464e0362d;970613.4891000018;6499261.335700002;6.468704614901503;45.53933536334153;45.53933536334153, 6.468704614901503;45.53933536332345, 6.4687046149015055;"{""coordinates"": [6.468704614901506, 45.53933536332345], ""type"": ""Point""}"
87114389;La Varenne-Chennevières;O;N;990000;3;074+243;SAINT-MAUR-DES-FOSSES;VAL-DE-MARNE;4779;e550b83c-6667-11e3-a7ff-01f464e0362d;664224.6557999998;6855047.746300001;2.513000203890139;48.79451937231734;48.79451937231734, 2.5130002038901393;48.79451937229496, 2.5130002038901393;"{""coordinates"": [2.513000203890139, 48.79451937229496], ""type"": ""Point""}"
87473843;Pontrieux;N;O;486000;1;526+284;PONTRIEUX;COTES-D'ARMOR;6112;d9b19908-6667-11e3-89ff-01f464e0362d;247382.60170000046;6862702.996599998;-3.157066128939595;48.705570848956256;48.705570848956256, -3.1570661289395945;48.70557084893343, -3.1570661289396007;"{""coordinates"": [-3.157066128939601, 48.70557084893343], ""type"": ""Point""}"
87381426;St-Ouen-l'Aumône-Église;N;O;338000;1;032+100;SAINT-OUEN-L'AUMONE;VAL-D'OISE;6616;d9750776-6667-11e3-89ff-01f464e0362d;634462.485799998;6882527.118900001;2.103636686072468;49.03928027866388;49.03928027866388, 2.1036366860724676;49.03928027864275, 2.1036366860724667;"{""coordinates"": [2.103636686072467, 49.03928027864275], ""type"": ""Point""}"
87756890;Viévola;N;O;946000;1;042+262;TENDE;ALPES-MARITIMES;7211;c01b0740-f312-11e3-90ff-015864e0362d;1065059.0379000008;6345370.3478000015;7.563037296893532;44.11237966122452;44.11237966122452, 7.563037296893532;44.11237966120257, 7.563037296893535;"{""coordinates"": [7.563037296893535, 44.11237966120257], ""type"": ""Point""}"
87282624;Lyon-Jean-Macé;N;O;830000;1;512+253;LYON;RHONE;128935;c0dfbfec-f312-11e3-90ff-015864e0362d;843190.7299999967;6517827.6701;4.841811647771396;45.745014727981626;45.745014727981626, 4.841811647771396;45.74501472796414, 4.841811647771398;"{""coordinates"": [4.841811647771398, 45.74501472796414], ""type"": ""Point""}"
87214742;St-Blaise-la-Roche-Poutay;N;O;110000;1;052+346;SAINT-BLAISE-LA-ROCHE;BAS-RHIN;6391;e13735e6-19bf-11e5-a6ff-01fc64e0362d;1008133.2347000018;6820065.5953;7.165571428718571;48.407715325539854;48.407715325539854, 7.165571428718571;48.40771532551548, 7.165571428718573;"{""coordinates"": [7.165571428718573, 48.40771532551548], ""type"": ""Point""}"
87491282;Ste-Eulalie-Carbon-Blanc;N;O;500000;2;602+692;SAINTE-EULALIE;GIRONDE;8145;d99ef064-6667-11e3-89ff-01f464e0362d;424289.14599999785;6428191.2775;-0.493677732798581;44.898006283140774;44.898006283140774, -0.4936777327985811;44.8980062831209, -0.4936777327985835;"{""coordinates"": [-0.493677732798584, 44.8980062831209], ""type"": ""Point""}"
87682138;Boussy-St-Antoine;N;O;830000;1;023+958;BOUSSY-SAINT-ANTOINE;ESSONNE;3352;290d29c8-dfbc-11e3-a2ff-01a464e0362d;665481.0512999967;6842501.7861;2.531116871671902;48.68174962531153;48.68174962531153, 2.5311168716719017;48.68174962528857, 2.5311168716719012;"{""coordinates"": [2.531116871671901, 48.68174962528857], ""type"": ""Point""}"
87615054;Bram;O;O;640000;1;327+146;BRAM;AUDE;3360;e196daf2-19bf-11e5-a6ff-01fc64e0362d;628503.5394999981;6238681.432;2.120248655746591;43.24374242931478;43.24374242931478, 2.1202486557465905;43.24374242929066, 2.1202486557465905;"{""coordinates"": [2.12024865574659, 43.24374242929066], ""type"": ""Point""}"
87696161;Tracy-Sancerre;O;O;750000;1;204+689;TRACY-SUR-LOIRE;NIEVRE;7025;d9d7bbfa-6667-11e3-89ff-01f464e0362d;690987.7393999994;6693031.475299999;2.880650704295121;47.337551105318724;47.337551105318724, 2.880650704295121;47.3375511053059, 2.880650704295121;"{""coordinates"": [2.880650704295121, 47.3375511053059], ""type"": ""Point""}"
87116137;Longueville;O;O;003000;1;088+176;LONGUEVILLE;SEINE-ET-MARNE;5222;29dd67f4-dfbc-11e3-a2ff-01a464e0362d;718374.1062999964;6823866.422600001;3.248786566166764;48.514782273818554;48.514782273818554, 3.248786566166764;48.514782273794744, 3.248786566166764;"{""coordinates"": [3.248786566166764, 48.514782273794744], ""type"": ""Point""}"
87116731;Couilly-St-Germain;N;O;071000;1;005+013;SAINT-GERMAIN-SUR-MORIN;SEINE-ET-MARNE;3835;d9e65862-6667-11e3-89ff-01f464e0362d;689310.3122999966;6864750.500999998;2.85423876033952;48.88268311019452;48.88268311019452, 2.8542387603395203;48.88268311017259, 2.8542387603395203;"{""coordinates"": [2.85423876033952, 48.88268311017259], ""type"": ""Point""}"
87142224;Bologne;O;O;026000;1;000+000;BOLOGNE;HAUTE-MARNE;3280;e02fff84-19bf-11e5-82ff-01fc64e0362d;858576.5802000016;6790842.6061;5.134533675582394;48.19864643080646;48.19864643080646, 5.134533675582394;48.19864643079615, 5.134533675582396;"{""coordinates"": [5.134533675582396, 48.19864643079615], ""type"": ""Point""}"
87116509;Changis-St-Jean;O;O;070000;1;057+691;CHANGIS-SUR-MARNE;SEINE-ET-MARNE;3606;d9bcf610-6667-11e3-89ff-01f464e0362d;701856.2000999972;6873245.690699998;3.025347777327805;48.95916369096754;48.95916369096754, 3.025347777327805;48.959163690946, 3.025347777327805;"{""coordinates"": [3.025347777327805, 48.959163690946], ""type"": ""Point""}"
87722322;Ste-Colombe-les-Vienne-St-Romain-en-Gal;O;N;800000;1;542+285;SAINT-ROMAIN-EN-GAL;RHONE;6412;d9d9eb04-6667-11e3-89ff-01f464e0362d;845540.1997999996;6493705.742800001;4.864695170835149;45.52736492019606;45.52736492019606, 4.864695170835149;45.52736492017795, 4.86469517083515;"{""coordinates"": [4.86469517083515, 45.52736492017795], ""type"": ""Point""}"
87734111;Aubiat;N;O;790000;1;393+925;AUBIAT;PUY-DE-DOME;2970;d96e36e2-6667-11e3-89ff-01f464e0362d;712419.2551999986;6542695.814399999;3.160423216545076;45.98387527179955;45.98387527179955, 3.1604232165450763;45.98387527178274, 3.1604232165450763;"{""coordinates"": [3.160423216545076, 45.98387527178274], ""type"": ""Point""}"
87576157;Loreux;N;O;600000;1;197+348;LOREUX;LOIR-ET-CHER;5231;d9e6afe2-6667-11e3-89ff-01f464e0362d;612068.507100001;6699522.519900002;1.834338665664359;47.39020300817494;47.39020300817494, 1.834338665664359;47.39020300816227, 1.8343386656643579;"{""coordinates"": [1.834338665664358, 47.39020300816227], ""type"": ""Point""}"
87732404;Gannat;O;O;790000;1;378+390;GANNAT;ALLIER;4260;d9717cca-6667-11e3-89ff-01f464e0362d;715826.9804000035;6555334.9021000005;3.204865220044901;46.097617863456954;46.097617863456954, 3.204865220044901;46.09761786344048, 3.2048652200449013;"{""coordinates"": [3.204865220044901, 46.09761786344048], ""type"": ""Point""}"
87753426;Rassuen;N;O;935000;1;822+931;ISTRES;BOUCHES-DU-RHONE;6206;e16a0994-19bf-11e5-a6ff-01fc64e0362d;859624.4770999998;6268406.687600002;4.97296294189413;43.49679703645579;43.49679703645579, 4.97296294189413;43.49679703643228, 4.9729629418941315;"{""coordinates"": [4.972962941894131, 43.49679703643228], ""type"": ""Point""}"
87393637;Chilly-Mazarin;N;O;990000;4;100+132;CHILLY-MAZARIN;ESSONNE;3708;d94ec35c-6667-11e3-89ff-01f464e0362d;649039.6608999968;6844754.698199999;2.307528869423246;48.700925441855155;48.700925441855155, 2.307528869423246;48.70092544183231, 2.3075288694232454;"{""coordinates"": [2.307528869423245, 48.70092544183231], ""type"": ""Point""}"
87761320;Manthes-Lapeyrouse;O;N;907000;1;014+160;MANTHES;DROME;5344;d971619e-6667-11e3-89ff-01f464e0362d;855638.9526999965;6470062.123199999;4.98641079530983;45.31231044257792;45.31231044257792, 4.98641079530983;45.31231044255921, 4.986410795309832;"{""coordinates"": [4.986410795309832, 45.31231044255921], ""type"": ""Point""}"
87576132;Marmagne;N;O;690000;1;223+946;MARMAGNE;CHER;5376;e1c72fd4-19bf-11e5-a6ff-01fc64e0362d;645603.6121999994;6666874.181299999;2.282794642929905;47.09990251736413;47.09990251736413, 2.2827946429299053;47.09990251735061, 2.282794642929905;"{""coordinates"": [2.282794642929905, 47.09990251735061], ""type"": ""Point""}"
87595298;Mussidan;O;O;621000;1;039+719;SAINT-MEDARD-DE-MUSSIDAN;DORDOGNE;5725;d992ef10-6667-11e3-89ff-01f464e0362d;491657.1653999984;6440746.873399999;0.353907886033932;45.03454481999586;45.03454481999586, 0.3539078860339317;45.03454481997637, 0.35390788603393014;"{""coordinates"": [0.35390788603393, 45.03454481997637], ""type"": ""Point""}"
87296434;Mennessis;N;O;261000;1;074+501;MENNESSIS;AISNE;5446;d98520ba-6667-11e3-89ff-01f464e0362d;719510.0354999974;6954824.037599999;3.270235364802346;49.692176557029384;49.692176557029384, 3.2702353648023457;49.69217655701143, 3.2702353648023457;"{""coordinates"": [3.270235364802346, 49.69217655701143], ""type"": ""Point""}"
87396747;Mondoubleau;O;N;500000;1;162+808;MONDOUBLEAU;LOIR-ET-CHER;5552;e552ac0e-6667-11e3-a7ff-01f464e0362d;542783.3866000026;6766973.1028;0.892337520623995;47.98426119421903;47.98426119421903, 0.8923375206239952;47.98426119420809, 0.8923375206239936;"{""coordinates"": [0.892337520623994, 47.98426119420809], ""type"": ""Point""}"
87286856;Annappes;N;O;269000;1;006+300;VILLENEUVE-D'ASCQ;NORD;2895;c12a711a-f312-11e3-90ff-015864e0362d;710373.9513999969;7058440.0821;3.146351026241638;50.622876232702744;50.622876232702744, 3.1463510262416383;50.62287623268902, 3.1463510262416383;"{""coordinates"": [3.146351026241638, 50.62287623268902], ""type"": ""Point""}"
87444059;Audrieu;N;O;366000;1;258+534;AUDRIEU;CALVADOS;2986;d96b4c4c-6667-11e3-89ff-01f464e0362d;438115.1147999987;6907808.931000002;-0.595249263722527;49.216318490815695;49.216318490815695, -0.595249263722527;49.21631849079544, -0.5952492637225302;"{""coordinates"": [-0.59524926372253, 49.21631849079544], ""type"": ""Point""}"
87715003;Pontarlier;O;O;875000;1;453+556;PONTARLIER;DOUBS;9274;c11899b4-f312-11e3-90ff-015864e0362d;955492.6445999965;6649809.084800001;6.357115258059566;46.899576657901385;46.899576657901385, 6.357115258059566;46.89957665788726, 6.35711525805957;"{""coordinates"": [6.35711525805957, 46.89957665788726], ""type"": ""Point""}"
87721001;Lyon-Vaise;O;O;830000;1;506+389;LYON;RHONE;5302;294436f2-dfbc-11e3-a2ff-01a464e0362d;840120.7324000001;6521662.689100001;4.803463671227938;45.78017749357846;45.78017749357846, 4.803463671227938;45.780177493561084, 4.803463671227939;"{""coordinates"": [4.803463671227939, 45.780177493561084], ""type"": ""Point""}"
87281121;Arnèke;N;O;301000;1;280+988;ARNEKE;NORD;2937;c124176e-f312-11e3-90ff-015864e0362d;658223.0025999993;7081761.108199999;2.408173440631014;50.83081761670071;50.83081761670071, 2.408173440631014;50.83081761668788, 2.408173440631013;"{""coordinates"": [2.408173440631013, 50.83081761668788], ""type"": ""Point""}"
87543330;Patay;O;N;556000;1;051+771;PATAY;LOIRET;5944;29eaeb14-dfbc-11e3-a2ff-01a464e0362d;603136.6589000002;6772912.287599999;1.699937510826667;48.049414991103056;48.049414991103056, 1.6999375108266674;48.04941499109231, 1.6999375108266666;"{""coordinates"": [1.699937510826667, 48.04941499109231], ""type"": ""Point""}"
87764472;Le Teil;O;O;805000;1;665+633;LE TEIL;ARDECHE;5010;d9c28f04-6667-11e3-89ff-01f464e0362d;833958.4591000006;6385229.8893;4.686672580575165;44.553267675698564;44.553267675698564, 4.6866725805751654;44.55326767567776, 4.686672580575166;"{""coordinates"": [4.686672580575166, 44.55326767567776], ""type"": ""Point""}"
87286849;Lesquin;N;O;267000;1;006+352;LESQUIN;NORD;5136;e15bddba-19bf-11e5-a6ff-01fc64e0362d;708423.4108000025;7054773.3928;3.118755929274787;50.589998491922394;50.589998491922394, 3.1187559292747866;50.58999849190853, 3.118755929274787;"{""coordinates"": [3.118755929274787, 50.58999849190853], ""type"": ""Point""}"
87775072;St-Césaire;O;O;810000;1;030+919;NIMES;GARD;9493;d96e1394-6667-11e3-89ff-01f464e0362d;806854.298299998;6302513.265799999;4.327963542425942;43.81354643785989;43.81354643785989, 4.327963542425942;43.81354643783717, 4.327963542425942;"{""coordinates"": [4.327963542425942, 43.81354643783717], ""type"": ""Point""}"
87191247;Florange;O;N;204000;2;272+126;FLORANGE;MOSELLE;4170;e53f9264-6667-11e3-a7ff-01f464e0362d;926331.5284999982;6918996.447999999;6.113757793187395;49.33037307317541;49.33037307317541, 6.113757793187395;49.3303730731557, 6.113757793187399;"{""coordinates"": [6.113757793187399, 49.3303730731557], ""type"": ""Point""}"
87191387;Anzeling;N;O;174000;1;029+620;ANZELING;MOSELLE;2908;29bac0c8-dfbc-11e3-a2ff-01a464e0362d;951784.7973000035;6912490.342;6.459586407658986;49.2624167581957;49.2624167581957, 6.459586407658986;49.26241675817566, 6.45958640765899;"{""coordinates"": [6.45958640765899, 49.26241675817566], ""type"": ""Point""}"
87281451;Renescure;N;O;295000;1;058+389;RENESCURE;NORD;6233;d9d19624-6667-11e3-89ff-01f464e0362d;655605.3338000029;7070763.850699998;2.372330558433976;50.73196874003682;50.73196874003682, 2.372330558433976;50.73196874002357, 2.3723305584339758;"{""coordinates"": [2.372330558433976, 50.73196874002357], ""type"": ""Point""}"
87415034;Rouxmesnil;O;N;356000;1;002+661;ROUXMESNIL-BOUTEILLES;SEINE-MARITIME;6323;d9ce9172-6667-11e3-89ff-01f464e0362d;563812.2098999992;6979426.2117;1.105829957588804;49.89883452673463;49.89883452673463, 1.1058299575888044;49.89883452671765, 1.1058299575888024;"{""coordinates"": [1.105829957588802, 49.89883452671765], ""type"": ""Point""}"
87761007;Valence Ville;N;O;830000;1;616+939;VALENCE;DROME;7083;295ffd64-dfbc-11e3-a2ff-01a464e0362d;849379.382100001;6427204.263300002;4.893437965143693;44.9279186519997;44.9279186519997, 4.893437965143693;44.927918651979915, 4.8934379651436934;"{""coordinates"": [4.893437965143693, 44.927918651979915], ""type"": ""Point""}"
87313619;Bresles;O;N;317000;1;014+308;BRESLES;OISE;3373;29a9bd72-dfbc-11e3-a2ff-01a464e0362d;645487.2405000031;6924212.8376;2.248991032619867;49.415048302956784;49.415048302956784, 2.2489910326198674;49.4150483029375, 2.2489910326198665;"{""coordinates"": [2.248991032619867, 49.4150483029375], ""type"": ""Point""}"
87491142;Jonzac;O;O;500000;2;534+950;JONZAC;CHARENTE-MARITIME;4533;e1428f40-19bf-11e5-a6ff-01fc64e0362d;430982.2568999976;6488003.401700001;-0.441990254629341;45.43868717338337;45.43868717338337, -0.4419902546293407;45.43868717336502, -0.4419902546293431;"{""coordinates"": [-0.441990254629343, 45.43868717336502], ""type"": ""Point""}"
87543769;Pithiviers;O;N;683000;1;159+173;PITHIVIERS;LOIRET;6009;e13156b8-19bf-11e5-a6ff-01fc64e0362d;644005.6768999994;6786708.394400001;2.246653885888747;48.17833032242162;48.17833032242162, 2.246653885888747;48.178330322411256, 2.246653885888746;"{""coordinates"": [2.246653885888746, 48.178330322411256], ""type"": ""Point""}"
